Age,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,current_level,availability_projects,primary_skill,secondary_skill,primary_skill_proficiency,secondary_skill_proficiency
50,Travel_Frequently,Human Resources,3,Medical,644,1,Male,3,5,Manager,2,18200,1,No,3,3,80,32,2,3,32,5,2,1,People Management,Project Planning,7,6
25,Travel_Rarely,Sales,1,Medical,645,2,Male,3,1,Sales Representative,3,2096,1,No,3,3,80,7,1,3,7,4,1,2,Client Acquisition,Negotiation,4,3
24,Travel_Frequently,Research & Development,3,Life Sciences,647,1,Female,3,1,Laboratory Technician,3,2886,1,Yes,3,4,80,6,4,3,6,3,1,1,Laboratory Operations,Quality Control,4,3
30,Travel_Frequently,Sales,4,Life Sciences,648,2,Male,2,1,Sales Representative,1,2033,1,No,3,3,80,1,2,4,1,0,0,1,Client Acquisition,Negotiation,2,1
34,Travel_Rarely,Research & Development,2,Life Sciences,649,2,Male,2,1,Research Scientist,4,3622,1,Yes,3,4,80,6,3,3,6,5,1,3,Data Analysis,Python,5,4
31,Travel_Rarely,Sales,4,Medical,650,2,Male,3,2,Sales Executive,1,4233,2,No,3,3,80,9,2,1,3,1,1,3,Sales Strategy,CRM Tools,4,3
35,Travel_Rarely,Research & Development,2,Other,652,1,Male,2,2,Laboratory Technician,4,3681,4,No,3,4,80,9,3,3,3,2,1,3,Laboratory Operations,Quality Control,4,3
31,Travel_Rarely,Sales,4,Medical,653,1,Male,4,2,Sales Executive,4,5460,4,No,4,4,80,13,4,4,7,7,1,4,Sales Strategy,CRM Tools,7,6
27,Travel_Rarely,Research & Development,4,Medical,655,1,Female,2,1,Research Scientist,3,2187,0,No,3,3,80,6,5,2,5,3,1,3,Data Analysis,Python,4,3
37,Travel_Rarely,Sales,3,Marketing,656,4,Male,3,2,Sales Executive,3,9602,4,Yes,3,3,80,17,3,2,3,0,1,2,Sales Strategy,CRM Tools,5,4
20,Travel_Rarely,Research & Development,3,Life Sciences,657,4,Female,2,1,Research Scientist,2,2836,1,No,3,4,80,1,0,4,1,0,0,2,Data Analysis,Python,2,1
42,Travel_Rarely,Research & Development,4,Life Sciences,659,3,Female,3,2,Healthcare Representative,4,4089,1,No,3,2,80,10,4,3,10,2,1,3,Medical Sales,Product Knowledge,5,4
43,Travel_Rarely,Research & Development,4,Other,661,2,Male,2,4,Research Director,4,16627,4,Yes,3,3,80,21,3,2,1,0,2,1,Research Leadership,Strategic Planning,6,5
38,Travel_Rarely,Research & Development,1,Life Sciences,662,3,Female,3,1,Research Scientist,1,2619,3,No,3,4,80,8,3,2,0,0,1,3,Data Analysis,Python,4,3
43,Travel_Frequently,Research & Development,5,Medical,663,4,Male,3,2,Laboratory Technician,3,5679,3,Yes,3,2,80,10,3,3,8,7,1,3,Laboratory Operations,Quality Control,6,5
48,Travel_Rarely,Research & Development,4,Life Sciences,664,4,Female,2,4,Manager,1,15402,7,No,3,1,80,21,3,1,3,2,2,1,People Management,Project Planning,6,5
44,Travel_Rarely,Human Resources,4,Life Sciences,665,1,Female,2,2,Human Resources,3,5985,4,No,3,2,80,10,1,4,2,2,1,3,Talent Management,Employee Engagement,5,4
34,Travel_Rarely,Sales,3,Technical Degree,666,3,Female,3,1,Sales Representative,3,2579,1,Yes,3,4,80,8,3,3,8,2,1,1,Client Acquisition,Negotiation,4,3
27,Travel_Rarely,Sales,1,Marketing,667,3,Male,3,1,Sales Representative,1,3041,0,No,3,2,80,5,3,3,4,3,1,2,Client Acquisition,Negotiation,4,3
21,Travel_Rarely,Sales,1,Technical Degree,669,3,Male,3,1,Sales Representative,3,3447,1,No,3,3,80,3,2,3,3,2,0,1,Client Acquisition,Negotiation,2,1
44,Travel_Rarely,Research & Development,4,Other,671,4,Male,3,5,Manager,4,19513,4,Yes,3,1,80,26,2,4,2,2,2,1,People Management,Project Planning,6,5
22,Travel_Rarely,Research & Development,1,Medical,675,1,Male,3,1,Research Scientist,3,2773,0,No,4,4,80,3,3,3,2,2,0,3,Data Analysis,Python,3,2
33,Travel_Rarely,Sales,4,Marketing,677,3,Male,3,2,Sales Executive,3,7104,0,No,3,4,80,6,3,3,5,0,1,2,Sales Strategy,CRM Tools,4,3
32,Travel_Rarely,Research & Development,4,Life Sciences,679,1,Female,3,2,Research Scientist,4,6322,1,Yes,3,4,80,6,2,2,6,4,1,2,Data Analysis,Python,4,3
30,Travel_Frequently,Research & Development,3,Medical,680,3,Female,3,1,Research Scientist,3,2083,1,No,4,3,80,1,2,3,1,0,0,3,Data Analysis,Python,3,2
53,Travel_Rarely,Sales,1,Medical,682,4,Female,3,2,Sales Executive,1,8381,7,No,4,4,80,18,2,4,14,7,1,4,Sales Strategy,CRM Tools,7,6
34,Travel_Rarely,Research & Development,5,Life Sciences,683,2,Male,3,1,Research Scientist,4,2691,1,No,3,4,80,10,4,2,10,9,2,4,Data Analysis,Python,7,6
45,Travel_Frequently,Sales,4,Life Sciences,684,1,Female,3,2,Sales Executive,1,4286,2,No,3,4,80,5,4,3,1,1,1,2,Sales Strategy,CRM Tools,4,3
26,Travel_Rarely,Research & Development,3,Life Sciences,686,3,Female,3,1,Laboratory Technician,4,2659,1,Yes,3,3,80,3,2,3,3,2,0,1,Laboratory Operations,Quality Control,2,1
37,Travel_Rarely,Research & Development,3,Other,689,3,Male,3,3,Manufacturing Director,3,9434,1,No,3,3,80,10,2,3,10,7,2,2,Operations Management,Process Optimization,7,6
29,Travel_Rarely,Sales,2,Medical,690,2,Female,3,2,Sales Executive,3,5561,1,No,3,1,80,6,5,2,6,0,1,2,Sales Strategy,CRM Tools,4,3
35,Travel_Rarely,Research & Development,4,Life Sciences,691,2,Male,1,2,Research Scientist,4,6646,1,No,3,2,80,17,3,3,17,11,1,4,Data Analysis,Python,6,5
33,Travel_Frequently,Research & Development,3,Life Sciences,692,3,Male,3,2,Healthcare Representative,4,7725,3,No,4,3,80,15,2,1,13,11,1,4,Medical Sales,Product Knowledge,7,6
54,Travel_Rarely,Human Resources,4,Medical,698,3,Male,3,3,Human Resources,2,10725,2,No,3,3,80,16,1,4,9,7,2,3,Talent Management,Employee Engagement,7,6
36,Travel_Rarely,Research & Development,2,Medical,699,2,Male,2,2,Manufacturing Director,2,8847,2,Yes,3,3,80,13,2,3,3,2,1,1,Operations Management,Process Optimization,5,4
27,Travel_Rarely,Research & Development,4,Medical,700,1,Male,2,1,Research Scientist,4,2045,0,No,3,4,80,5,0,3,4,2,1,3,Data Analysis,Python,4,3
20,Travel_Rarely,Research & Development,1,Medical,701,4,Male,3,1,Research Scientist,3,1009,1,Yes,3,4,80,1,5,3,1,0,0,1,Data Analysis,Python,2,1
33,Travel_Frequently,Research & Development,3,Life Sciences,702,1,Male,3,1,Research Scientist,1,3348,1,Yes,3,1,80,10,3,3,10,8,2,3,Data Analysis,Python,7,6
35,Non-Travel,Research & Development,3,Life Sciences,704,3,Male,2,1,Laboratory Technician,3,1281,1,No,3,3,80,1,3,3,1,0,0,1,Laboratory Operations,Quality Control,2,1
23,Travel_Rarely,Research & Development,3,Medical,705,1,Male,4,1,Research Scientist,1,2819,2,No,3,1,80,5,3,4,3,2,1,3,Data Analysis,Python,4,3
25,Travel_Rarely,Sales,3,Life Sciences,707,4,Male,4,2,Sales Executive,2,4851,0,No,4,3,80,4,4,3,3,2,1,3,Sales Strategy,CRM Tools,4,3
38,Travel_Rarely,Sales,4,Marketing,709,4,Female,2,2,Sales Executive,4,4028,0,No,4,1,80,8,2,3,7,7,1,4,Sales Strategy,CRM Tools,6,5
29,Travel_Frequently,Research & Development,4,Life Sciences,710,2,Male,1,1,Research Scientist,4,2720,1,No,3,4,80,10,5,3,10,7,2,4,Data Analysis,Python,7,6
48,Travel_Rarely,Sales,1,Marketing,712,2,Male,4,2,Sales Executive,2,8120,3,No,3,4,80,12,3,3,2,2,1,3,Sales Strategy,CRM Tools,5,4
27,Travel_Frequently,Sales,1,Medical,714,4,Female,4,2,Sales Executive,4,4647,1,Yes,4,2,80,6,3,3,6,5,1,3,Sales Strategy,CRM Tools,6,5
37,Travel_Rarely,Research & Development,2,Life Sciences,715,4,Male,4,1,Research Scientist,4,4680,3,No,3,1,80,4,2,3,1,0,1,3,Data Analysis,Python,3,2
50,Travel_Rarely,Research & Development,1,Medical,716,4,Male,4,1,Laboratory Technician,3,3221,1,Yes,3,3,80,20,3,3,20,8,2,2,Laboratory Operations,Quality Control,7,6
34,Travel_Rarely,Research & Development,3,Medical,717,4,Female,2,3,Healthcare Representative,2,8621,1,No,3,2,80,9,3,4,8,7,1,4,Medical Sales,Product Knowledge,5,4
24,Travel_Rarely,Sales,2,Life Sciences,720,1,Female,3,2,Sales Executive,3,4577,9,No,3,1,80,4,3,3,2,2,1,2,Sales Strategy,CRM Tools,3,2
39,Travel_Rarely,Research & Development,4,Technical Degree,721,4,Female,2,2,Healthcare Representative,3,4553,1,No,3,1,80,20,4,3,20,7,1,4,Medical Sales,Product Knowledge,6,5
32,Travel_Rarely,Sales,3,Marketing,722,4,Male,3,2,Sales Executive,4,5396,1,No,3,4,80,10,2,2,10,7,1,4,Sales Strategy,CRM Tools,6,5
50,Travel_Frequently,Sales,2,Technical Degree,723,2,Male,3,2,Sales Executive,3,6796,3,Yes,3,1,80,18,4,3,4,3,1,2,Sales Strategy,CRM Tools,5,4
38,Travel_Rarely,Research & Development,4,Life Sciences,724,2,Female,4,2,Healthcare Representative,4,7625,0,No,3,3,80,10,4,2,9,7,1,4,Medical Sales,Product Knowledge,6,5
27,Travel_Rarely,Research & Development,2,Life Sciences,725,3,Female,3,3,Manufacturing Director,1,7412,1,No,3,4,80,9,3,3,9,7,1,3,Operations Management,Process Optimization,5,4
32,Travel_Rarely,Research & Development,2,Life Sciences,727,3,Female,3,3,Research Director,4,11159,3,No,3,4,80,10,6,3,7,7,2,3,Research Leadership,Strategic Planning,7,6
47,Travel_Rarely,Sales,4,Marketing,728,4,Male,3,2,Sales Executive,1,4960,2,No,3,4,80,20,2,3,7,7,1,4,Sales Strategy,CRM Tools,6,5
40,Travel_Frequently,Sales,4,Life Sciences,729,4,Male,2,3,Sales Executive,1,10475,5,Yes,4,3,80,20,2,3,18,13,2,3,Sales Strategy,CRM Tools,8,7
53,Travel_Rarely,Research & Development,3,Life Sciences,730,3,Male,4,4,Research Director,3,14814,3,No,3,3,80,32,3,3,5,1,2,1,Research Leadership,Strategic Planning,6,5
41,Travel_Rarely,Human Resources,4,Human Resources,731,2,Male,2,5,Manager,4,19141,3,No,3,2,80,23,2,2,21,6,2,1,People Management,Project Planning,7,6
60,Travel_Rarely,Sales,4,Marketing,732,1,Male,3,2,Sales Executive,1,5405,8,No,3,4,80,10,1,3,2,2,1,3,Sales Strategy,CRM Tools,5,4
27,Travel_Frequently,Research & Development,2,Life Sciences,733,4,Male,3,3,Manufacturing Director,1,8793,1,No,4,3,80,9,4,2,9,7,1,4,Operations Management,Process Optimization,6,5
41,Travel_Rarely,Human Resources,3,Human Resources,734,4,Male,2,5,Manager,3,19189,1,No,3,2,80,22,3,3,22,7,2,1,People Management,Project Planning,7,6
50,Travel_Rarely,Sales,4,Marketing,738,4,Male,3,1,Sales Representative,2,3875,7,No,3,4,80,4,2,3,2,2,1,2,Client Acquisition,Negotiation,3,2
28,Travel_Rarely,Research & Development,2,Life Sciences,741,1,Female,1,1,Research Scientist,2,2216,7,Yes,3,4,80,10,4,3,7,7,2,3,Data Analysis,Python,7,6
36,Non-Travel,Research & Development,3,Life Sciences,742,1,Female,4,3,Research Director,1,11713,9,No,3,1,80,10,2,3,8,7,2,3,Research Leadership,Strategic Planning,7,6
38,Travel_Rarely,Research & Development,3,Life Sciences,743,3,Female,3,3,Manufacturing Director,3,7861,4,Yes,3,4,80,10,4,4,1,0,2,1,Operations Management,Process Optimization,6,5
44,Non-Travel,Research & Development,3,Medical,744,1,Male,1,1,Laboratory Technician,3,3708,2,No,3,3,80,9,5,3,5,2,1,3,Laboratory Operations,Quality Control,4,3
47,Travel_Frequently,Sales,3,Medical,746,4,Female,3,4,Sales Executive,3,13770,9,Yes,3,4,80,28,2,2,22,2,2,1,Sales Strategy,CRM Tools,6,5
30,Travel_Rarely,Sales,5,Marketing,747,3,Male,3,2,Sales Executive,4,5304,7,No,4,4,80,10,2,2,8,7,1,4,Sales Strategy,CRM Tools,7,6
29,Travel_Rarely,Sales,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,2642,1,No,3,3,80,1,6,3,1,0,0,1,Client Acquisition,Negotiation,2,1
42,Travel_Frequently,Research & Development,3,Medical,752,3,Male,4,1,Research Scientist,3,2759,6,Yes,3,4,80,7,2,3,2,2,1,2,Data Analysis,Python,4,3
43,Travel_Frequently,Sales,3,Life Sciences,754,4,Male,2,2,Sales Executive,4,6804,3,No,3,3,80,7,5,3,2,2,1,2,Sales Strategy,CRM Tools,4,3
34,Travel_Rarely,Research & Development,2,Medical,757,2,Female,3,2,Healthcare Representative,3,6142,3,No,3,4,80,10,2,3,5,1,1,3,Medical Sales,Product Knowledge,5,4
23,Travel_Rarely,Research & Development,1,Medical,758,2,Male,3,1,Laboratory Technician,1,2500,1,No,3,4,80,5,2,4,4,3,1,2,Laboratory Operations,Quality Control,4,3
39,Travel_Rarely,Human Resources,3,Human Resources,760,3,Female,4,2,Human Resources,2,6389,9,No,3,3,80,12,3,1,8,3,1,3,Talent Management,Employee Engagement,5,4
56,Travel_Rarely,Research & Development,3,Medical,762,3,Male,3,4,Healthcare Representative,4,11103,7,No,3,3,80,30,1,2,10,7,2,2,Medical Sales,Product Knowledge,7,6
40,Travel_Rarely,Research & Development,1,Medical,763,4,Female,2,1,Research Scientist,4,2342,0,Yes,4,4,80,5,2,2,4,2,1,3,Data Analysis,Python,5,4
27,Travel_Rarely,Research & Development,3,Medical,764,4,Female,2,2,Healthcare Representative,1,6811,8,No,3,1,80,9,2,1,7,6,1,4,Medical Sales,Product Knowledge,5,4
29,Travel_Rarely,Sales,3,Marketing,766,4,Male,3,1,Sales Representative,2,2297,1,No,3,4,80,2,2,3,2,2,0,1,Client Acquisition,Negotiation,2,1
53,Travel_Rarely,Research & Development,3,Life Sciences,769,4,Male,3,2,Laboratory Technician,4,2450,2,No,3,4,80,19,4,3,2,2,1,3,Laboratory Operations,Quality Control,5,4
35,Non-Travel,Research & Development,4,Life Sciences,771,4,Female,3,2,Healthcare Representative,1,5093,2,No,3,1,80,16,2,4,1,0,1,3,Medical Sales,Product Knowledge,5,4
32,Travel_Frequently,Research & Development,4,Life Sciences,772,1,Male,3,2,Laboratory Technician,4,5309,1,No,3,4,80,10,2,3,10,8,1,4,Laboratory Operations,Quality Control,6,5
38,Travel_Rarely,Research & Development,5,Medical,773,4,Male,3,1,Research Scientist,3,3057,6,Yes,3,2,80,6,0,1,1,0,1,2,Data Analysis,Python,4,3
34,Travel_Rarely,Research & Development,5,Life Sciences,775,2,Female,3,2,Manufacturing Director,1,5121,3,No,3,3,80,7,3,3,0,0,1,1,Operations Management,Process Optimization,4,3
52,Travel_Rarely,Sales,4,Marketing,776,3,Male,2,4,Manager,1,16856,1,No,3,1,80,34,3,4,34,6,2,1,People Management,Project Planning,7,6
33,Travel_Rarely,Research & Development,4,Other,780,4,Male,3,1,Research Scientist,4,2686,1,Yes,3,3,80,10,2,2,10,9,2,3,Data Analysis,Python,7,6
25,Travel_Rarely,Sales,1,Medical,781,3,Female,3,2,Sales Executive,4,6180,1,No,4,2,80,6,5,2,6,5,1,4,Sales Strategy,CRM Tools,6,5
45,Travel_Rarely,Sales,2,Technical Degree,783,2,Male,1,2,Sales Representative,3,6632,0,No,3,1,80,9,3,3,8,7,1,4,Client Acquisition,Negotiation,5,4
23,Travel_Rarely,Research & Development,1,Medical,784,1,Male,4,1,Research Scientist,3,3505,1,No,3,4,80,2,3,3,2,2,0,2,Data Analysis,Python,2,1
47,Travel_Frequently,Sales,2,Life Sciences,785,2,Female,4,2,Sales Executive,3,6397,4,Yes,3,4,80,8,2,3,5,4,1,1,Sales Strategy,CRM Tools,4,3
34,Travel_Rarely,Sales,3,Other,786,4,Male,3,2,Sales Executive,4,6274,1,No,4,3,80,6,5,3,6,5,1,4,Sales Strategy,CRM Tools,6,5
55,Travel_Rarely,Research & Development,3,Medical,787,4,Male,3,5,Manager,1,19859,5,Yes,3,4,80,24,2,3,5,2,2,1,People Management,Project Planning,6,5
36,Non-Travel,Sales,4,Life Sciences,789,1,Male,2,3,Sales Executive,1,7587,1,No,3,2,80,10,1,3,10,7,2,3,Sales Strategy,CRM Tools,7,6
52,Non-Travel,Research & Development,4,Medical,791,4,Male,3,1,Research Scientist,4,4258,0,No,3,1,80,5,3,3,4,3,1,3,Data Analysis,Python,4,3
26,Travel_Frequently,Research & Development,2,Life Sciences,792,1,Female,1,1,Laboratory Technician,4,4364,3,No,3,1,80,5,2,3,2,2,1,2,Laboratory Operations,Quality Control,4,3
29,Travel_Rarely,Research & Development,3,Medical,793,2,Female,3,2,Healthcare Representative,3,4335,4,No,3,1,80,11,3,2,8,7,1,4,Medical Sales,Product Knowledge,6,5
26,Travel_Rarely,Sales,3,Technical Degree,796,4,Male,2,2,Sales Executive,1,5326,6,No,3,3,80,6,2,2,4,3,1,2,Sales Strategy,CRM Tools,4,3
34,Travel_Rarely,Research & Development,4,Life Sciences,797,2,Female,4,1,Research Scientist,4,3280,2,No,3,3,80,10,2,3,4,2,2,3,Data Analysis,Python,6,5
54,Travel_Rarely,Research & Development,4,Medical,799,4,Female,3,2,Manufacturing Director,1,5485,9,Yes,3,2,80,9,4,3,5,3,1,1,Operations Management,Process Optimization,4,3
27,Travel_Frequently,Sales,1,Marketing,800,3,Male,3,2,Sales Executive,4,4342,0,No,3,2,80,5,3,3,4,2,1,2,Sales Strategy,CRM Tools,4,3
37,Travel_Rarely,Research & Development,1,Life Sciences,802,4,Female,3,1,Research Scientist,1,2782,0,Yes,3,2,80,6,3,2,5,3,1,2,Data Analysis,Python,4,3
38,Travel_Frequently,Research & Development,4,Life Sciences,803,1,Female,4,2,Manufacturing Director,1,5980,6,Yes,3,4,80,17,2,3,15,7,1,2,Operations Management,Process Optimization,6,5
34,Travel_Rarely,Research & Development,4,Medical,804,3,Female,2,1,Research Scientist,1,4381,1,No,3,3,80,6,3,3,6,5,1,4,Data Analysis,Python,5,4
35,Travel_Rarely,Sales,4,Life Sciences,805,1,Female,3,1,Sales Representative,4,2572,1,No,3,2,80,3,1,2,3,2,0,1,Client Acquisition,Negotiation,2,1
30,Travel_Rarely,Research & Development,3,Life Sciences,806,4,Male,1,1,Laboratory Technician,3,3833,3,No,4,3,80,7,2,3,2,2,1,3,Laboratory Operations,Quality Control,5,4
40,Travel_Frequently,Research & Development,2,Medical,807,3,Female,4,2,Healthcare Representative,2,4244,1,No,4,4,80,8,2,3,8,7,1,4,Medical Sales,Product Knowledge,6,5
34,Travel_Rarely,Sales,2,Life Sciences,808,3,Female,3,2,Sales Executive,1,6500,5,No,3,2,80,6,1,3,3,2,1,2,Sales Strategy,CRM Tools,4,3
42,Travel_Frequently,Research & Development,3,Life Sciences,809,2,Male,3,5,Manager,4,18430,1,No,3,2,80,24,4,2,24,7,2,1,People Management,Project Planning,7,6
23,Travel_Rarely,Research & Development,3,Life Sciences,811,3,Male,4,1,Laboratory Technician,1,1601,1,Yes,4,3,80,1,2,3,0,0,0,1,Laboratory Operations,Quality Control,3,2
24,Non-Travel,Research & Development,3,Life Sciences,812,3,Male,2,1,Laboratory Technician,2,2694,1,No,3,3,80,1,4,3,1,0,0,1,Laboratory Operations,Quality Control,2,1
52,Travel_Rarely,Research & Development,4,Life Sciences,813,4,Female,3,2,Laboratory Technician,3,3149,8,No,4,2,80,9,3,3,5,2,1,4,Laboratory Operations,Quality Control,5,4
50,Travel_Rarely,Research & Development,3,Medical,815,3,Male,3,4,Research Director,3,17639,5,No,3,4,80,30,3,3,4,3,2,1,Research Leadership,Strategic Planning,6,5
29,Travel_Rarely,Research & Development,2,Life Sciences,816,2,Female,2,1,Laboratory Technician,1,2319,1,Yes,3,4,80,1,1,3,1,0,0,1,Laboratory Operations,Quality Control,2,1
33,Travel_Rarely,Research & Development,3,Medical,817,3,Male,3,3,Research Director,3,11691,0,No,3,4,80,14,3,4,13,9,2,3,Research Leadership,Strategic Planning,7,6
33,Travel_Rarely,Sales,3,Marketing,819,1,Female,3,2,Sales Executive,1,5324,5,No,3,3,80,6,3,3,3,2,1,2,Sales Strategy,CRM Tools,4,3
47,Travel_Rarely,Research & Development,2,Other,820,3,Female,3,4,Manager,4,16752,1,Yes,3,3,80,26,3,2,26,14,2,1,People Management,Project Planning,7,6
36,Travel_Rarely,Research & Development,3,Other,823,3,Female,3,2,Manufacturing Director,2,5228,0,No,3,1,80,10,2,3,9,7,1,3,Operations Management,Process Optimization,6,5
29,Travel_Rarely,Research & Development,2,Life Sciences,824,3,Male,4,1,Research Scientist,3,2700,1,No,4,3,80,10,3,3,10,7,2,4,Data Analysis,Python,8,7
58,Travel_Rarely,Research & Development,4,Life Sciences,825,4,Male,3,5,Research Director,2,19246,7,Yes,3,4,80,40,2,3,31,15,2,1,Research Leadership,Strategic Planning,7,6
35,Travel_Rarely,Research & Development,4,Life Sciences,826,4,Female,4,1,Research Scientist,3,2506,3,No,3,3,80,7,0,3,2,2,1,3,Data Analysis,Python,4,3
42,Travel_Rarely,Research & Development,2,Life Sciences,827,4,Female,2,2,Manufacturing Director,4,6062,9,Yes,3,4,80,8,4,3,4,3,1,1,Operations Management,Process Optimization,4,3
28,Travel_Rarely,Research & Development,4,Medical,828,3,Male,3,1,Research Scientist,3,4382,6,No,3,4,80,5,3,2,2,2,1,3,Data Analysis,Python,4,3
36,Travel_Rarely,Human Resources,3,Human Resources,829,3,Male,3,1,Human Resources,2,2143,4,No,3,2,80,8,2,3,5,2,1,2,Talent Management,Employee Engagement,4,3
32,Travel_Rarely,Research & Development,3,Life Sciences,830,3,Female,2,2,Manufacturing Director,3,6162,1,No,3,3,80,14,3,3,14,13,1,3,Operations Management,Process Optimization,6,5
40,Travel_Frequently,Research & Development,4,Medical,832,1,Male,2,2,Laboratory Technician,3,5094,6,No,3,4,80,10,6,3,1,0,1,3,Laboratory Operations,Quality Control,5,4
30,Travel_Rarely,Research & Development,3,Medical,833,3,Female,2,2,Manufacturing Director,4,6877,5,Yes,4,2,80,12,4,2,0,0,1,2,Operations Management,Process Optimization,6,5
45,Travel_Rarely,Research & Development,3,Life Sciences,834,2,Female,2,1,Research Scientist,3,2274,1,No,3,4,80,1,3,3,1,0,0,2,Data Analysis,Python,2,1
42,Travel_Rarely,Research & Development,3,Life Sciences,836,2,Male,3,2,Manufacturing Director,2,4434,1,No,3,4,80,10,3,2,9,8,1,3,Operations Management,Process Optimization,6,5
38,Travel_Frequently,Research & Development,3,Life Sciences,837,1,Male,2,2,Healthcare Representative,1,6288,2,No,3,3,80,13,3,2,4,3,1,3,Medical Sales,Product Knowledge,5,4
34,Travel_Frequently,Research & Development,4,Life Sciences,838,3,Female,2,1,Research Scientist,4,2553,1,No,3,3,80,6,3,3,5,2,1,3,Data Analysis,Python,4,3
49,Travel_Rarely,Sales,3,Marketing,840,3,Female,3,3,Sales Executive,4,7654,1,No,3,1,80,9,3,4,9,8,1,4,Sales Strategy,CRM Tools,5,4
55,Travel_Rarely,Sales,1,Medical,842,3,Male,3,2,Sales Executive,4,5160,4,No,3,3,80,12,3,2,9,7,1,4,Sales Strategy,CRM Tools,6,5
43,Travel_Rarely,Research & Development,2,Life Sciences,843,2,Male,3,4,Research Director,1,17159,6,No,4,3,80,22,3,3,4,1,2,2,Research Leadership,Strategic Planning,7,6
27,Travel_Rarely,Research & Development,1,Technical Degree,844,3,Male,2,3,Research Director,4,12808,1,Yes,3,2,80,9,3,3,9,8,1,3,Research Leadership,Strategic Planning,5,4
35,Travel_Rarely,Research & Development,3,Other,845,3,Male,3,3,Manufacturing Director,3,10221,3,No,4,2,80,17,3,4,8,5,2,3,Operations Management,Process Optimization,8,7
28,Travel_Rarely,Sales,4,Marketing,846,2,Female,3,2,Sales Executive,2,4779,1,Yes,4,1,80,8,2,3,8,7,1,3,Sales Strategy,CRM Tools,6,5
34,Travel_Rarely,Human Resources,2,Human Resources,847,3,Male,3,1,Human Resources,4,3737,0,No,3,3,80,4,1,1,3,2,1,2,Talent Management,Employee Engagement,3,2
26,Travel_Frequently,Research & Development,2,Medical,848,3,Female,2,1,Research Scientist,3,2366,1,Yes,3,1,80,8,2,3,8,7,1,3,Data Analysis,Python,5,4
27,Non-Travel,Research & Development,3,Medical,850,4,Male,3,1,Research Scientist,4,1706,1,No,3,3,80,0,6,2,0,0,0,2,Data Analysis,Python,2,1
51,Travel_Rarely,Sales,4,Marketing,851,1,Female,3,4,Manager,3,16307,2,No,3,3,80,29,2,2,20,6,2,1,People Management,Project Planning,7,6
44,Travel_Rarely,Research & Development,3,Medical,852,4,Male,3,2,Healthcare Representative,2,5933,9,No,3,4,80,10,2,2,5,2,1,3,Medical Sales,Product Knowledge,5,4
25,Travel_Rarely,Research & Development,1,Medical,854,1,Male,4,1,Research Scientist,1,3424,7,No,3,3,80,6,3,2,4,3,1,3,Data Analysis,Python,4,3
33,Travel_Rarely,Sales,3,Medical,855,1,Male,4,2,Sales Executive,1,4037,1,No,4,1,80,9,5,3,9,8,1,4,Sales Strategy,CRM Tools,6,5
